taxid,taxaname
1922765,Changjiang crawfish virus 1
1922766,Changjiang crawfish virus 2
1922767,Changjiang crawfish virus 3
1922768,Changjiang crawfish virus 4
1922769,Changjiang crawfish virus 5
1922770,Changjiang crawfish virus 6
1922771,Changjiang crawfish virus 7
1922772,Changjiang hepe-like virus 1
1922776,Changjiang narna-like virus 1
1922777,Changjiang narna-like virus 2
1922778,Changjiang narna-like virus 3
1922779,Changjiang narna-like virus 4
1922782,Changjiang picorna-like virus 1
1922783,Changjiang picorna-like virus 10
1922784,Changjiang picorna-like virus 11
1922785,Changjiang picorna-like virus 12
1922786,Changjiang picorna-like virus 13
1922787,Changjiang picorna-like virus 14
1922788,Changjiang picorna-like virus 15
1922789,Changjiang picorna-like virus 16
1922791,Changjiang picorna-like virus 2
1922792,Changjiang picorna-like virus 3
1922793,Changjiang picorna-like virus 4
1922794,Changjiang picorna-like virus 5
1922795,Changjiang picorna-like virus 6
1922796,Changjiang picorna-like virus 7
1922797,Changjiang picorna-like virus 8
1922798,Changjiang picorna-like virus 9
1922799,Changjiang polero-like virus 1
1922800,Changjiang sobemo-like virus 1
1922801,Changjiang sobemo-like virus 2
1922802,Changjiang tombus-like virus 1
1922803,Changjiang tombus-like virus 10
1922804,Changjiang tombus-like virus 11
1922805,Changjiang tombus-like virus 12
1922807,Changjiang tombus-like virus 14
1922808,Changjiang tombus-like virus 15
1922809,Changjiang tombus-like virus 16
1922810,Changjiang tombus-like virus 17
1922811,Changjiang tombus-like virus 18
1922812,Changjiang tombus-like virus 19
1922813,Changjiang tombus-like virus 2
1922814,Changjiang tombus-like virus 20
1922815,Changjiang tombus-like virus 21
1922816,Changjiang tombus-like virus 22
1922817,Changjiang tombus-like virus 3
1922818,Changjiang tombus-like virus 4
1922819,Changjiang tombus-like virus 5
1922820,Changjiang tombus-like virus 6
1922821,Changjiang tombus-like virus 7
1922822,Changjiang tombus-like virus 8
1922823,Changjiang tombus-like virus 9
1922824,Changjiang zhaovirus-like virus 1
1922826,Changping earthworm virus 1
1922827,Changping earthworm virus 2
1922833,Hubei Wuhan insect virus 9
1922835,Hubei arthropod virus 1
1922836,Hubei arthropod virus 3
1922837,Hubei astro-like virus
1922860,Hubei coleoptera virus 1
1922861,Hubei coleoptera virus 2
1922867,Hubei dimarhabdovirus virus 2
1922868,Hubei dimarhabdovirus virus 3
1922870,Hubei diptera virus 1
1922873,Hubei diptera virus 12
1922874,Hubei diptera virus 13
1922875,Hubei diptera virus 14
1922876,Hubei diptera virus 15
1922877,Hubei diptera virus 16
1922878,Hubei diptera virus 17
1922879,Hubei diptera virus 18
1922892,Hubei earwig virus 3
1922893,Hubei endorna-like virus 1
1922894,Hubei hepe-like virus 1
1922895,Hubei hepe-like virus 2
1922896,Hubei hepe-like virus 3
1922898,Hubei insect virus 2
1922899,Hubei leech virus 1
1922900,Hubei leech virus 2
1922901,Hubei leech virus 3
1922902,Hubei leech virus 4
1922905,Hubei lepidoptera virus 3
1922922,Hubei macula-like virus 1
1922923,Hubei macula-like virus 2
1922925,Hubei mosquito virus 1
1922926,Hubei mosquito virus 2
1922927,Hubei mosquito virus 3
1922928,Hubei mosquito virus 4
1922930,Hubei myriapoda virus 1
1922931,Hubei myriapoda virus 2
1922932,Hubei myriapoda virus 3
1922933,Hubei myriapoda virus 4
1922936,Hubei myriapoda virus 7
1922938,Hubei myriapoda virus 9
1922941,Hubei narna-like virus 11
1922942,Hubei narna-like virus 12
1922943,Hubei narna-like virus 13
1922945,Hubei narna-like virus 15
1922947,Hubei narna-like virus 17
1922948,Hubei narna-like virus 18
1922949,Hubei narna-like virus 19
1922950,Hubei narna-like virus 2
1922952,Hubei narna-like virus 21
1922953,Hubei narna-like virus 22
1922954,Hubei narna-like virus 23
1922955,Hubei narna-like virus 24
1922956,Hubei narna-like virus 25
1922957,Hubei narna-like virus 3
1922958,Hubei narna-like virus 4
1922959,Hubei narna-like virus 5
1922960,Hubei narna-like virus 7
1922962,Hubei narna-like virus 9
1922972,Hubei noda-like virus 17
1922988,Hubei noda-like virus 8
1922989,Hubei noda-like virus 9
1922990,Hubei odonate virus 1
1922993,Hubei odonate virus 12
1922997,Hubei odonate virus 2
1922998,Hubei odonate virus 3
1922999,Hubei odonate virus 4
1923000,Hubei odonate virus 5
1923001,Hubei odonate virus 6
1923002,Hubei odonate virus 7
1923009,Hubei orthoptera virus 1
1923011,Hubei orthoptera virus 3
1923012,Hubei orthoptera virus 4
1923017,Hubei partiti-like virus 11
1923073,Hubei permutotetra-like virus 1
1923074,Hubei permutotetra-like virus 10
1923075,Hubei permutotetra-like virus 11
1923076,Hubei permutotetra-like virus 2
1923077,Hubei permutotetra-like virus 3
1923078,Hubei permutotetra-like virus 4
1923079,Hubei permutotetra-like virus 5
1923080,Hubei permutotetra-like virus 6
1923081,Hubei permutotetra-like virus 7
1923082,Hubei permutotetra-like virus 8
1923083,Hubei permutotetra-like virus 9
1923088,Hubei picorna-like virus 1
1923089,Hubei picorna-like virus 10
1923090,Hubei picorna-like virus 11
1923091,Hubei picorna-like virus 12
1923092,Hubei picorna-like virus 13
1923093,Hubei picorna-like virus 14
1923094,Hubei picorna-like virus 15
1923095,Hubei picorna-like virus 16
1923096,Hubei picorna-like virus 17
1923097,Hubei picorna-like virus 18
1923099,Hubei picorna-like virus 2
1923100,Hubei picorna-like virus 20
1923101,Hubei picorna-like virus 21
1923102,Hubei picorna-like virus 22
1923104,Hubei picorna-like virus 24
1923105,Hubei picorna-like virus 25
1923106,Hubei picorna-like virus 26
1923107,Hubei picorna-like virus 27
1923108,Hubei picorna-like virus 28
1923109,Hubei picorna-like virus 29
1923110,Hubei picorna-like virus 30
1923111,Hubei picorna-like virus 31
1923112,Hubei picorna-like virus 32
1923113,Hubei picorna-like virus 33
1923114,Hubei picorna-like virus 34
1923115,Hubei picorna-like virus 35
1923116,Hubei picorna-like virus 36
1923117,Hubei picorna-like virus 37
1923118,Hubei picorna-like virus 38
1923119,Hubei picorna-like virus 39
1923120,Hubei picorna-like virus 4
1923121,Hubei picorna-like virus 40
1923122,Hubei picorna-like virus 41
1923123,Hubei picorna-like virus 42
1923124,Hubei picorna-like virus 43
1923125,Hubei picorna-like virus 44
1923126,Hubei picorna-like virus 45
1923127,Hubei picorna-like virus 46
1923128,Hubei picorna-like virus 47
1923129,Hubei picorna-like virus 48
1923130,Hubei picorna-like virus 49
1923131,Hubei picorna-like virus 5
1923132,Hubei picorna-like virus 50
1923133,Hubei picorna-like virus 51
1923134,Hubei picorna-like virus 52
1923135,Hubei picorna-like virus 53
1923136,Hubei picorna-like virus 54
1923137,Hubei picorna-like virus 55
1923138,Hubei picorna-like virus 56
1923140,Hubei picorna-like virus 58
1923141,Hubei picorna-like virus 59
1923142,Hubei picorna-like virus 6
1923143,Hubei picorna-like virus 60
1923144,Hubei picorna-like virus 61
1923145,Hubei picorna-like virus 62
1923146,Hubei picorna-like virus 63
1923147,Hubei picorna-like virus 64
1923148,Hubei picorna-like virus 65
1923149,Hubei picorna-like virus 66
1923150,Hubei picorna-like virus 67
1923151,Hubei picorna-like virus 68
1923152,Hubei picorna-like virus 69
1923153,Hubei picorna-like virus 7
1923154,Hubei picorna-like virus 70
1923155,Hubei picorna-like virus 71
1923156,Hubei picorna-like virus 72
1923157,Hubei picorna-like virus 73
1923158,Hubei picorna-like virus 74
1923159,Hubei picorna-like virus 75
1923160,Hubei picorna-like virus 76
1923161,Hubei picorna-like virus 77
1923162,Hubei picorna-like virus 78
1923163,Hubei picorna-like virus 79
1923164,Hubei picorna-like virus 8
1923165,Hubei picorna-like virus 80
1923168,Hubei picorna-like virus 9
1923169,Hubei polero-like virus 1
1923170,Hubei polero-like virus 2
1923185,Hubei rhabdo-like virus 1
1923186,Hubei rhabdo-like virus 2
1923194,Hubei sobemo-like virus 1
1923195,Hubei sobemo-like virus 10
1923196,Hubei sobemo-like virus 11
1923197,Hubei sobemo-like virus 12
1923198,Hubei sobemo-like virus 13
1923199,Hubei sobemo-like virus 14
1923200,Hubei sobemo-like virus 15
1923201,Hubei sobemo-like virus 16
1923203,Hubei sobemo-like virus 18
1923204,Hubei sobemo-like virus 19
1923205,Hubei sobemo-like virus 2
1923206,Hubei sobemo-like virus 20
1923208,Hubei sobemo-like virus 22
1923209,Hubei sobemo-like virus 23
1923210,Hubei sobemo-like virus 24
1923211,Hubei sobemo-like virus 25
1923212,Hubei sobemo-like virus 26
1923213,Hubei sobemo-like virus 27
1923214,Hubei sobemo-like virus 28
1923215,Hubei sobemo-like virus 29
1923216,Hubei sobemo-like virus 3
1923217,Hubei sobemo-like virus 30
1923218,Hubei sobemo-like virus 31
1923219,Hubei sobemo-like virus 32
1923220,Hubei sobemo-like virus 33
1923221,Hubei sobemo-like virus 34
1923222,Hubei sobemo-like virus 35
1923223,Hubei sobemo-like virus 36
1923224,Hubei sobemo-like virus 37
1923225,Hubei sobemo-like virus 38
1923228,Hubei sobemo-like virus 40
1923229,Hubei sobemo-like virus 41
1923230,Hubei sobemo-like virus 42
1923231,Hubei sobemo-like virus 43
1923232,Hubei sobemo-like virus 44
1923233,Hubei sobemo-like virus 45
1923234,Hubei sobemo-like virus 46
1923235,Hubei sobemo-like virus 47
1923236,Hubei sobemo-like virus 48
1923237,Hubei sobemo-like virus 49
1923238,Hubei sobemo-like virus 5
1923239,Hubei sobemo-like virus 6
1923240,Hubei sobemo-like virus 7
1923241,Hubei sobemo-like virus 8
1923242,Hubei sobemo-like virus 9
1923243,Hubei tetragnatha maxillosa virus 1
1923244,Hubei tetragnatha maxillosa virus 2
1923245,Hubei tetragnatha maxillosa virus 3
1923246,Hubei tetragnatha maxillosa virus 4
1923247,Hubei tetragnatha maxillosa virus 5
1923248,Hubei tetragnatha maxillosa virus 6
1923249,Hubei tetragnatha maxillosa virus 7
1923250,Hubei tetragnatha maxillosa virus 8
1923252,Hubei tick virus 1
1923253,Hubei tick virus 2
1923254,Hubei tick virus 3
1923255,Hubei tombus-like virus 1
1923256,Hubei tombus-like virus 10
1923257,Hubei tombus-like virus 11
1923258,Hubei tombus-like virus 12
1923259,Hubei tombus-like virus 13
1923260,Hubei tombus-like virus 14
1923261,Hubei tombus-like virus 15
1923262,Hubei tombus-like virus 16
1923263,Hubei tombus-like virus 17
1923264,Hubei tombus-like virus 18
1923265,Hubei tombus-like virus 19
1923266,Hubei tombus-like virus 2
1923267,Hubei tombus-like virus 20
1923268,Hubei tombus-like virus 21
1923269,Hubei tombus-like virus 22
1923270,Hubei tombus-like virus 23
1923271,Hubei tombus-like virus 24
1923272,Hubei tombus-like virus 25
1923273,Hubei tombus-like virus 26
1923274,Hubei tombus-like virus 27
1923275,Hubei tombus-like virus 28
1923276,Hubei tombus-like virus 29
1923277,Hubei tombus-like virus 3
1923278,Hubei tombus-like virus 30
1923279,Hubei tombus-like virus 31
1923280,Hubei tombus-like virus 32
1923281,Hubei tombus-like virus 33
1923282,Hubei tombus-like virus 34
1923284,Hubei tombus-like virus 36
1923285,Hubei tombus-like virus 37
1923286,Hubei tombus-like virus 38
1923287,Hubei tombus-like virus 39
1923288,Hubei tombus-like virus 4
1923289,Hubei tombus-like virus 40
1923290,Hubei tombus-like virus 42
1923291,Hubei tombus-like virus 43
1923292,Hubei tombus-like virus 5
1923293,Hubei tombus-like virus 6
1923294,Hubei tombus-like virus 7
1923295,Hubei tombus-like virus 8
1923296,Hubei tombus-like virus 9
1923304,Hubei toti-like virus 16
1923305,Hubei toti-like virus 17
1923310,Hubei toti-like virus 21
1923316,Hubei toti-like virus 5
1923320,Hubei toti-like virus 9
1923321,Hubei unio douglasiae virus 1
1923322,Hubei unio douglasiae virus 2
1923323,Hubei unio douglasiae virus 3
1923324,Hubei virga-like virus 1
1923326,Hubei virga-like virus 11
1923327,Hubei virga-like virus 12
1923330,Hubei virga-like virus 15
1923331,Hubei virga-like virus 16
1923332,Hubei virga-like virus 17
1923333,Hubei virga-like virus 18
1923335,Hubei virga-like virus 2
1923336,Hubei virga-like virus 21
1923338,Hubei virga-like virus 23
1923340,Hubei virga-like virus 7
1923342,Hubei virga-like virus 9
1923343,Hubei yanvirus-like virus 1
1923344,Hubei zhaovirus-like virus 1
1923345,Hubei zhaovirus-like virus 2
1923350,Jingmen picorna-like virus
1923351,Jingmen tombus-like virus 1
1923355,Sanxia atyid shrimp virus 1
1923356,Sanxia atyid shrimp virus 2
1923360,Sanxia narna-like virus 1
1923365,Sanxia permutotetra-like virus 1
1923366,Sanxia picorna-like virus 1
1923367,Sanxia picorna-like virus 10
1923368,Sanxia picorna-like virus 11
1923369,Sanxia picorna-like virus 12
1923370,Sanxia picorna-like virus 13
1923371,Sanxia picorna-like virus 2
1923372,Sanxia picorna-like virus 3
1923373,Sanxia picorna-like virus 4
1923374,Sanxia picorna-like virus 5
1923377,Sanxia picorna-like virus 8
1923380,Sanxia sobemo-like virus 1
1923381,Sanxia sobemo-like virus 2
1923382,Sanxia sobemo-like virus 3
1923383,Sanxia sobemo-like virus 4
1923384,Sanxia sobemo-like virus 5
1923385,Sanxia tombus-like virus 1
1923386,Sanxia tombus-like virus 2
1923387,Sanxia tombus-like virus 3
1923388,Sanxia tombus-like virus 4
1923389,Sanxia tombus-like virus 5
1923390,Sanxia tombus-like virus 6
1923391,Sanxia tombus-like virus 7
1923392,Sanxia tombus-like virus 8
1923393,Sanxia tombus-like virus 9
1923394,Sanxia water strider virus 10
1923397,Sanxia water strider virus 13
1923398,Sanxia water strider virus 14
1923399,Sanxia water strider virus 15
1923400,Sanxia water strider virus 16
1923401,Sanxia water strider virus 17
1923403,Sanxia water strider virus 19
1923405,Sanxia water strider virus 21
1923406,Sanxia water strider virus 7
1923407,Sanxia water strider virus 8
1923408,Sanxia water strider virus 9
1923409,Shahe arthropod virus 1
1923414,Shahe endorna-like virus 1
1923415,Shahe hepe-like virus 1
1923416,Shahe hepe-like virus 2
1923417,Shahe heteroptera virus 1
1923418,Shahe heteroptera virus 2
1923419,Shahe heteroptera virus 3
1923420,Shahe heteroptera virus 4
1923421,Shahe isopoda virus 1
1923422,Shahe isopoda virus 2
1923423,Shahe isopoda virus 3
1923425,Shahe isopoda virus 5
1923429,Shahe narna-like virus 1
1923430,Shahe narna-like virus 2
1923431,Shahe narna-like virus 3
1923433,Shahe narna-like virus 5
1923435,Shahe narna-like virus 7
1923439,Shahe picorna-like virus 1
1923440,Shahe picorna-like virus 10
1923441,Shahe picorna-like virus 11
1923442,Shahe picorna-like virus 12
1923443,Shahe picorna-like virus 13
1923444,Shahe picorna-like virus 14
1923445,Shahe picorna-like virus 2
1923446,Shahe picorna-like virus 3
1923447,Shahe picorna-like virus 4
1923448,Shahe picorna-like virus 5
1923449,Shahe picorna-like virus 6
1923450,Shahe picorna-like virus 7
1923451,Shahe picorna-like virus 8
1923452,Shahe picorna-like virus 9
1923454,Shahe sobemo-like virus 1
1923455,Shahe tombus-like virus 1
1923456,Shahe tombus-like virus 2
1923463,Shayang virga-like virus 1
1923464,Shuangao alphatetra-like virus 1
1923466,Shuangao insect virus 10
1923467,Shuangao insect virus 11
1923468,Shuangao insect virus 12
1923470,Shuangao insect virus 9
1923474,Shuangao sobemo-like virus 1
1923475,Shuangao sobemo-like virus 2
1923476,Shuangao sobemo-like virus 3
1923478,Wenling crustacean virus 1
1923485,Wenling crustacean virus 2
1923486,Wenling crustacean virus 3
1923487,Wenling crustacean virus 4
1923488,Wenling crustacean virus 5
1923489,Wenling crustacean virus 6
1923493,Wenling hepe-like virus 1
1923494,Wenling hepe-like virus 2
1923495,Wenling hepe-like virus 3
1923496,Wenling hepe-like virus 4
1923501,Wenling narna-like virus 1
1923502,Wenling narna-like virus 2
1923503,Wenling narna-like virus 3
1923504,Wenling narna-like virus 4
1923505,Wenling narna-like virus 5
1923507,Wenling narna-like virus 7
1923509,Wenling narna-like virus 9
1923529,Wenling picorna-like virus 1
1923530,Wenling picorna-like virus 2
1923531,Wenling picorna-like virus 3
1923532,Wenling picorna-like virus 4
1923533,Wenling picorna-like virus 5
1923534,Wenling picorna-like virus 6
1923535,Wenling picorna-like virus 7
1923536,Wenling picorna-like virus 8
1923537,Wenling picorna-like virus 9
1923540,Wenling sobemo-like virus 1
1923541,Wenling sobemo-like virus 2
1923542,Wenling toga-like virus
1923543,Wenling tombus-like virus 1
1923544,Wenling tombus-like virus 2
1923545,Wenling tombus-like virus 3
1923546,Wenling tombus-like virus 4
1923547,Wenling tombus-like virus 5
1923551,Wenling zhaovirus-like virus 1
1923553,Wenzhou bivalvia virus 1
1923554,Wenzhou bivalvia virus 2
1923555,Wenzhou bivalvia virus 3
1923557,Wenzhou channeled applesnail virus 1
1923558,Wenzhou channeled applesnail virus 2
1923559,Wenzhou channeled applesnail virus 3
1923561,Wenzhou crab virus 4
1923562,Wenzhou crab virus 5
1923563,Wenzhou gastropodes virus 1
1923564,Wenzhou gastropodes virus 2
1923565,Wenzhou hepe-like virus 2
1923566,Wenzhou hepe-like virus 1
1923577,Wenzhou narna-like virus 2
1923578,Wenzhou narna-like virus 3
